Event_ID,UE_ID,Session_ID,UE_Speed_kmph,UE_Direction_deg,Distance_to_Cell_Edge_m,Serving_RSRP_dBm,Neighbor_RSRP_dBm,Serving_SINR_dB,Neighbor_SINR_dB,Serving_Cell_Load_pct,Neighbor_Cell_Load_pct,PRB_Utilization_pct,Active_Users_Serving,Handover_Count_Last_30s,PingPong_Last_60s,Latency_ms,Packet_Loss_pct,Throughput_Mbps,HO_Hysteresis_dB,Time_to_Trigger_ms,Event_A3_Offset_dB,HO_Decision,HO_Success,PingPong_Event,Session_Drop,QoE_Score
1,4174,21154,30,264.29835673309725,182.87458905072774,-86.70036943,-102.7510696,22.531997013304704,17.47639536980833,74.06747836046245,99.9487652,54.76118942304744,139,0,0,22.31543556,0.24760057777446617,93.16445146788067,5.3644925097285565,100,2.4978399904742736,0,1,0,0,92.06736644185507
2,4507,49121,0,47.20220491207726,479.5671544726365,-94.71071064,-101.1858059,22.46437153664373,17.04773242276844,69.21852136882632,45.94675829319824,49.48633376046537,146,3,0,42.572942155563126,0.379844931,72.7298224,3.760206237228176,40,1.6505697657578384,0,1,0,0,85.32889269666462
3,1860,39412,10,82.18262236298526,137.22507252404853,-104.9986431,-90.3090244,22.164050505667255,13.683479147588656,61.10903015656267,45.19344916181251,96.40309297464923,58,2,0,25.447053934240408,0.30754037578078536,51.62849249101924,1.2919388535161178,128,1.4434365811042613,1,1,1,0,80.82818194082395
4,2294,31341,3,43.225167919690634,463.43237296358285,-90.50436782,-92.24447408,18.226457386549384,22.262998770363723,57.97382034700304,40.35974490838064,95.99938783,79,0,1,27.483054282156047,0.3915109087194247,70.27738449427042,4.197243071,40,1.9634218969639696,0,1,1,0,79.79752917175605
5,2130,42018,3,89.04173653850202,90.68234280855725,-92.76688599,-100.99423,8.699869515495152,9.806128431021401,91.94881185369562,50.49325864979021,25.759849833272153,138,1,1,42.05185470566936,0.6648047164384683,111.06666372638766,5.062945592413861,40,2.2135158448476044,0,1,1,0,74.06042000610685
6,2095,19145,90,287.3433378462462,484.9062128456008,-89.92206475,-109.6989236,18.30174286543544,12.872080424262851,42.907093107563995,64.74568521035643,38.68285570346068,108,1,2,32.64850972879549,0.22018160453477198,77.58845114224958,3.9673537372469463,100,2.863199352931744,0,1,0,0,89.10453906
7,4772,32223,60,47.71587784502727,146.80226769899858,-100.7990391,-99.09331875,22.098501643063397,7.301656905581156,41.04409216,30.33915544286046,56.64134317,19,1,1,32.053913224936714,0.2294619977406297,59.83201808209313,4.534314123951464,40,4.381199048801155,0,1,0,0,89.23651604381584
8,4092,12880,30,357.8996276256722,316.54613172060283,-71.15378484,-82.47964732,1.9695083031178218,25.168319286901923,86.05233540324394,46.86918643936396,65.52926720937197,190,2,0,29.102871772926537,0.1542686265290754,53.837940496628285,3.598679043,80,3.4870829374357335,0,1,0,0,90.49779533547667
9,2638,31271,3,117.75519939520508,34.84561224,-108.9630088,-100.5478732,17.358098120372247,17.665742805032465,38.441302253405766,90.09768357567565,35.125421756055644,157,1,0,42.15062229763433,0.23518893161530874,78.71191412382532,1.021505642140844,160,1.4149638054535458,1,1,1,0,76.17886865263316
10,3169,43313,3,331.9085251829984,149.8320855936574,-94.25220375,-90.51723279,17.04877869364937,10.889382248486003,97.88641932354463,38.66983925,66.81543134205849,179,1,0,39.31534870358849,0.049744348,82.90739384824407,1.4480794500462966,64,4.160320670297809,1,0,1,0,77.95667365004817
11,1466,23304,90,68.41190874079679,105.35520318919195,-89.2830571,-105.8314475,11.722962999228386,16.77039271493079,49.528499799422306,88.65739136,36.29149579047177,28,2,2,22.49794817428178,0.7712766184225972,91.20214487394446,4.706451629136249,100,1.054424731186503,0,1,0,0,89.39423245560248
12,2238,44695,0,67.64310717998463,1.708334341946116,-88.38620843,-90.29329461,5.428919532109335,22.57928056765471,89.72926161379036,69.19911881622497,53.68283783807081,84,3,0,28.591467003627837,0.2339331302167497,70.57590863,1.3291224938291264,40,2.2043469261020388,0,1,1,0,80.25289425
13,1330,40225,10,203.52084589550657,78.38489386,-94.9234789,-89.90857025,12.741225886925996,15.58707058403513,75.30091732567021,48.56707635812732,61.87621450041229,100,1,0,41.53964132,0.9476755553424465,75.99700458553693,4.3586783354447896,128,3.1158374080312297,1,1,0,0,82.79972983
14,2482,30536,3,18.216030565684058,296.55182491859546,-90.03107212,-96.76556117,17.500218104830928,7.2121708839085645,86.63889586903744,61.92283407722276,98.01943964104129,58,1,0,32.66367020848809,0.7467368229260205,83.00657816336992,3.806765757241092,80,3.9305080184882777,0,1,0,0,86.46721482282346
15,3135,40831,30,288.36104314881345,194.96008660232945,-87.75960568,-87.16595608,11.889582023486106,17.29365891550018,57.98100923434686,41.961451363449896,25.499481936622264,102,2,1,41.89290009722481,0.14903670543734707,34.17109718977799,4.296485751944234,100,1.4433904616389333,0,1,0,0,86.68694644364582
16,4444,21673,3,158.2614902404994,361.2854906857175,-94.13676522,-97.87143684,22.751831873219153,9.804243764804486,44.220982453653846,71.7218697,94.08886562310738,93,1,1,53.647770069030535,1.834837750539624,120.18239556272229,2.9775007730313954,100,1.478901792409674,0,1,0,0,74.73148022659272
17,4171,31917,10,251.71073040702763,335.53730015350357,-93.17110407,-81.15066179,15.141162527780851,16.696280163188785,96.36821982345141,35.72098178354964,30.900711593002956,86,2,1,43.74113796339535,0.2897697617643326,53.53954315784162,5.825310479,160,4.795073976766945,1,1,0,0,85.42880980215973
18,3919,37829,90,62.86759325856698,399.64975450395934,-89.87007878,-97.9515841,15.675573713460713,10.312607592337816,85.07832627,72.77244629494459,27.753388573863162,145,2,1,28.277141541966387,0.025686974270814154,22.047337621774872,1.2297120041510625,64,4.268802529142114,0,1,1,0,81.38842266605602
19,4735,25372,30,231.24864628302853,433.5125115163146,-94.82881729,-99.68000442,13.663897773901905,16.095050111558642,40.50346103,63.25251594143534,43.54418853958294,64,3,1,39.54843638,1.060377300143512,110.1310466019195,4.257984411439463,40,1.4558358379697385,0,1,0,0,82.83358258
20,1130,35938,3,213.8654355666097,409.9127515618309,-84.32894643,-94.35712613,13.56702416418001,14.179161525459953,60.98565177766105,30.079121965915576,65.07373914551376,156,0,0,26.144010700226488,0.4291227182365153,80.02116730296736,4.217013233369494,100,3.5355438588875456,0,1,0,0,90.01118319874948
21,2685,12663,60,272.0380506904597,224.03041985919236,-87.02008805,-106.6116558,13.762772630636697,6.034122049871192,53.12888627,95.03196721210246,53.280479740547825,137,1,2,37.13411046367631,0.076491362,31.879191774897407,1.8005505045775352,128,4.786269890749509,0,1,0,0,88.47731005167002
22,4380,19465,3,107.06446535434941,154.36386518275387,-97.45061092,-95.09564948,14.856634245018054,12.98714898580816,40.825552012371865,32.074027209231375,61.79013521686962,170,1,0,37.52048313639048,0.4477209040275773,53.186254057445986,2.6616354499988644,128,4.028876460720206,0,1,1,0,76.50525053894498
23,1769,13326,10,335.9396069897433,251.15123148423584,-100.7469712,-103.54966,13.496340671993337,15.38083422,71.47013395,89.62849923873524,82.30469893,129,2,0,23.253788043632017,1.5099011537713383,114.96493999346448,4.030371514032264,160,1.749212960089701,0,1,0,0,85.47435782
24,3391,13659,30,346.0683849824635,267.5642533,-88.81387552,-89.23282127,12.153916584305927,19.83398581959905,81.78872085417666,47.85364490083117,86.46270255853894,33,1,0,41.210520637512616,0.1424547163424008,54.38999700703681,1.9073722295979347,128,4.802815499306871,0,1,0,0,86.92457022703422
25,2515,37594,3,312.5245000396877,156.5872584709445,-94.31213227,-89.89838068,18.364848900860288,9.203804776121935,46.350416295548754,98.74489158939475,96.98739527261449,106,1,2,28.500533507387786,0.6075451927055735,114.08709536237453,3.4096595970973933,40,4.929547890719801,1,1,1,0,78.41211398
26,4485,14763,10,205.93215581779504,270.00327256988413,-99.74330982,-103.0850825,14.417640009126723,14.447406709174738,68.49002260685134,99.98010499,94.09429896853251,123,1,2,29.821494535391675,0.7915183127658403,108.2694284436366,4.4304521176316705,80,3.5510565853327765,0,0,0,1,67.09596007555331
27,3853,33121,60,151.3037774380862,52.88982608231579,-98.83739275,-100.5543419,19.792538995884676,14.658715226762775,44.058392892199294,46.33283570470837,35.30856217799589,58,0,0,18.748156727340607,0.015155420360149567,88.36069706074746,5.009842594118924,100,3.9762369897337475,0,1,0,0,94.29977587999707
28,3433,20828,90,20.877270685183746,115.5208975,-89.81438149,-89.24062851,15.501971834811524,6.545031407910092,76.26963400790696,47.64861755099817,77.28820589736387,76,1,1,41.28695865072498,1.4504998124789956,131.26867267094673,5.741323398480222,80,2.1450689406584837,0,1,0,0,80.36141334238754
29,2215,21221,30,341.0020085259563,373.0240434452778,-98.71981356,-81.40933699,11.019797163002501,26.922045768584983,78.92646170572402,89.36408526738118,79.96897933147156,140,2,0,49.065642134733984,0.18803910770528495,68.25645457891359,2.475254774306991,40,3.9551029460578304,1,1,0,0,84.34011182105338
30,1955,21211,0,342.64128373141205,91.41611416187001,-83.43320173,-96.91115073,9.081446008,8.885440704872932,65.17335243689803,39.84220902930347,58.291170041419534,190,1,0,33.88180392607709,0.9621695995498806,83.87425145636021,2.358685077142761,40,2.2434990227377694,0,1,1,0,75.02461082442747
31,3324,23569,10,6.727843792686188,69.51892412170008,-102.9823778,-90.3475532,14.881705669571222,12.03712179,76.52405910592222,30.236459070031916,90.83272015626525,138,4,1,38.05822682076754,0.9492043442672281,62.09694494620747,4.873580621281236,128,1.1885863703113095,1,0,0,0,83.83651023243361
32,2184,41358,10,128.47951679065923,143.67159566038174,-99.00825739,-90.96196685,20.21475906150482,17.012129219388846,78.91717599420015,74.09318831880853,80.66390105546023,164,1,0,43.28894559792639,0.02521653,29.07529361468155,3.3727411680616957,64,3.832742372852588,1,1,0,0,86.88723367175946
33,1459,47860,10,316.81309257297426,185.52455838062653,-102.4421324,-90.90440527,22.662446300327804,16.770452930948004,93.86140241563429,49.03415341,52.16547493659455,112,1,0,31.40131750931043,1.492869313,60.50257965869167,5.641050047044215,80,2.791552367336584,1,1,0,0,83.11525818215102
34,4385,16022,10,29.106731894262587,164.2743422241077,-104.7518621,-115.3851844,24.313487414023914,23.59912053734119,88.44612894880176,55.81647467649671,53.755527904259914,122,1,0,21.641117310958176,0.6902633717605655,72.20217802921613,4.496034372870807,100,1.215405795720042,0,1,0,0,90.05634794790971
35,1021,23515,30,70.76389561567466,187.30269243220238,-101.3692745,-104.2714233,20.41467936813449,11.164520690014772,87.54809585468253,61.32555579680965,49.916647809417526,60,3,0,14.411948660255767,0.14346405861249864,78.85824957,5.573705107774289,160,1.4407846524961383,0,1,0,0,94.95909510886077
36,3300,16159,3,352.3238340550527,69.95617144880417,-99.06873396,-85.23133135,23.84924664,17.90632651,31.52107425389064,48.60896626621228,60.506870177703824,136,2,1,27.061444152588084,0.7962928507327167,80.49099217514866,2.734917387,40,1.9754693488966648,1,1,1,0,77.90010250055998
37,1747,31691,3,305.02397236332547,82.69757898714347,-98.35860569,-103.2668973,10.926289727691945,12.026845588400429,48.39727891956266,38.309082820046214,78.54974737942332,168,2,0,28.963833285683883,0.16649902970658859,93.17893113866195,2.2518177289730654,40,1.724979335924235,0,1,1,0,80.47835486576189
38,3904,34904,30,328.3428578701549,117.91748979878724,-112.3182178,-98.68928248,17.244801090428204,17.044917605340597,43.51942324337524,79.54650665505861,45.42377342892322,165,1,1,75.81491666786917,0.24475607975790678,83.98782836529013,5.199367012139458,128,4.359836536,1,1,0,0,76.03174460084972
39,4632,13044,10,51.17559071591419,200.99600872665619,-104.547848,-81.23429454,11.137608183764904,15.470978043892636,99.56888083631227,64.5054067,38.253400135486835,25,0,0,46.755873782096785,0.1099088990770767,39.72076665845043,2.8271760070736844,100,2.4922679202037474,1,1,0,0,85.42369336998557
40,1474,19612,120,76.07374522806418,167.9495508092183,-93.56094464,-100.9251021,17.32834797814111,6.231827225014905,69.47448342102943,83.80849221,22.722492079956325,93,0,3,32.05741421427577,0.3001151384392428,61.606674848354054,4.5664967325209975,100,1.3305552077161655,0,1,0,0,88.88220004352107
41,2082,15636,10,217.94997036662966,395.66746571330475,-100.6190909,-95.90003894,19.993120928699156,11.348451806388237,42.187144819187736,93.4761866,83.76442853603186,146,1,0,24.275638919592254,0.6643172809032234,143.99193944578877,1.759680365715617,128,2.955530917036737,1,1,1,0,79.39572191960622
42,3558,21593,90,180.6257595609717,262.75895663153796,-86.66951577,-93.62711182,12.595233429719187,9.851888782653484,69.93159705650935,45.83236604661755,48.97945301101238,41,0,0,46.24688135273778,0.6191296396129025,102.99388455654136,2.076485685513262,40,1.6605674862134374,0,1,1,0,73.03028739611416
43,4753,12892,90,107.4612205969376,287.8505135230677,-96.93271904,-87.66172288,16.996763393967306,15.90572762642949,78.59417062950999,92.64325782,80.30085897,74,2,1,48.38867375675547,2.5515149031264137,83.79198319194393,5.828429057729021,128,1.5404725383567182,1,1,0,0,72.72582335734128
44,3047,31672,60,318.1846679054087,280.29646720195007,-90.26084549,-92.08618336,15.460692047915002,14.063648296893664,87.63140900770345,96.96061047029995,28.93221014267919,74,0,0,32.07595845006604,0.31056735497204246,95.36645715491822,2.9105268469778895,64,3.084492659033405,0,1,0,0,88.82437569011998
45,4547,15812,0,324.4999015928063,199.3875292811483,-97.97619912,-101.1163241,16.329365033050323,18.198387,49.52542867512105,50.83576561976473,62.56754082851958,106,0,1,45.72775712543588,0.12020069728545353,58.30751456276599,5.6944179268959765,160,1.8804583192589055,0,1,1,0,75.68066937594196
46,3747,41085,90,105.00624365278001,490.2416493932168,-87.67635,-96.9137334,14.217366786466602,21.51545999119535,69.04416625937856,89.80226598157716,51.87846900094469,33,1,4,29.670386245240493,0.1760765345249801,82.73402331225026,2.309956974091474,128,1.9320935577349454,0,1,1,0,80.21850145380294
47,1975,10654,3,56.071130613098326,18.66438857274716,-113.6691065,-98.81495793,8.388597759211995,8.348585560093063,51.12717972139144,49.08887136279907,57.954346084060134,110,1,0,44.226921756683865,0.19193431874611824,86.22590750421789,5.897351763206272,160,3.172062885197808,1,1,0,0,85.77225187926425
48,2806,27143,0,53.67327147731285,107.91888905488878,-94.14691005,-89.7449518,22.175808593821735,9.216957364851194,61.51114558915298,88.59420211815406,94.02758146,103,3,3,21.52740818896454,0.19783067654073097,88.53496983168526,1.3120914500445193,160,4.963298154807667,1,1,1,0,82.55262416
49,1189,11798,10,174.39307034109805,142.3273493275366,-82.75667958,-97.3437718,17.240862493864025,12.041165259032361,58.495022799487415,93.50328809115167,25.201846135753883,194,4,0,62.90187713370737,0.12266975458852566,64.80028437751069,3.4398212590605333,160,4.940793367380012,0,1,0,0,80.51608808694516
50,4005,47927,3,47.85065834448705,440.64903333575495,-106.6571306,-95.2203559,18.140603899982498,18.032769226781873,44.97791403972962,97.74991338,53.593510189499526,155,4,1,37.528898277334775,0.27169550847488727,74.68101016815088,1.4825013197589594,100,4.981920466832106,1,1,1,0,77.38285297442513
51,3734,39087,3,170.40247995428112,459.43456790207745,-88.98179273,-100.8215466,21.96667520344474,6.505386104555124,50.52892696781308,70.15312465676604,86.29487372098194,165,0,0,51.516750895248144,0.3560926783989885,89.69519208618388,3.445614278581485,100,1.2551086004589513,0,1,0,0,82.76451133943061
52,4005,21618,3,166.29626622954868,423.0519099071981,-91.86594533,-80.96823797,20.00631062580962,23.337094926545166,47.99239741040971,68.29278868,69.44715504098755,44,3,0,36.75046859,3.7497654199496053,69.77741647,5.205692363,80,4.524557758706052,1,1,1,1,40.226032323608635
53,1562,18446,3,318.27967675403653,208.47549053684455,-106.4198886,-103.6099214,7.348345735947525,18.994672422083923,86.80312519612126,37.09744546172515,98.62711057534429,126,3,1,50.02584417160917,0.3829171509161401,77.72219349247207,1.5541869174139098,100,3.221995326667622,0,1,1,0,73.07766099393655
54,2899,31646,30,106.63575832801332,457.31194487008844,-92.21505896,-80.00835195,21.026469969599972,14.352852797226527,40.18399892985969,67.76197782,79.51434592609927,75,0,0,50.222952955300514,0.9682998012991587,81.98587637977528,4.523134202210174,64,4.585331289177029,1,1,0,0,80.09161510691405
55,4638,46591,3,201.83488511075188,49.25404811094691,-92.27222732,-98.42814732,16.404409804342894,20.373075556208626,98.04176619940033,88.74584382384377,27.611983545648915,11,1,0,35.648462799912224,1.719520289669921,128.60415608770157,2.4308137506848744,80,4.538192775,0,1,1,0,70.70785971167673
56,2267,37200,30,267.65995114227474,326.2173501411525,-95.72969723,-89.6914884,15.71156717075546,12.975316409172947,58.125538358545896,30.63972653534765,50.239236054608185,121,0,0,13.499726188468149,0.5584007309783272,48.35684140477366,5.7404867,64,3.649670546760271,1,1,0,0,93.15807848856792
57,3879,39571,120,214.52932621796631,468.6118887907623,-85.86891003,-96.05914507,17.847083629277144,5.6973078431321085,45.79739201773805,93.61115277356802,46.32120088109632,148,2,0,48.26435864190737,1.1369132680807168,82.80075888151151,5.346271931378407,80,1.4311145800955463,0,1,0,0,79.83612606702421
58,2528,32538,10,343.4644241928493,377.4499200360507,-86.97586302,-106.5143996,16.935312136963216,20.217166711332077,83.38871854,70.33333041419525,59.255267194845686,197,2,1,32.33497936719113,0.058056289,25.378898161222423,4.188071949225936,128,4.813413730548845,0,1,0,0,90.00922474
59,4202,30900,30,216.8198929799172,138.93358430111812,-88.4806293,-100.8812941,11.479416408126443,18.306867368761658,36.444148271172416,74.96899908706331,69.71844805235912,198,1,0,31.336065618376466,0.12669040657347114,95.80887202629268,4.400214933560486,128,3.966938456464893,0,1,0,0,89.96572828
60,4556,32356,120,324.67038424924027,358.7529088839921,-83.78588006,-88.01920941,8.860188428430515,16.84264820604152,87.07013159039178,81.09299117794936,40.14901698837332,92,2,0,41.391576602253316,0.8375967202970819,62.46702086316229,5.232767158518386,100,3.3916309825741733,0,1,0,0,83.39454341783859
61,4890,33023,3,88.22030013134747,147.38168478133184,-101.4946312,-105.3818946,-1.232056948,16.516911666488205,51.75601758690329,94.99187837449035,70.29006268483452,37,1,0,52.21077564096852,0.009983245,89.20733241,2.168020395882492,128,3.36469977,0,1,1,0,74.28685108255031
62,1646,49148,10,201.87099820059709,55.79105710503601,-99.18526817,-117.7034043,19.406101631551813,10.815441477469015,42.02499107471779,78.60441559854439,41.11174526394614,36,0,0,35.957975623644536,0.12224345340947461,106.89924085688375,5.238036453328154,64,3.924184218276443,0,1,0,0,88.60139004585926
63,3068,27392,90,195.5901335639956,358.6107669168794,-100.2717248,-111.4727485,25.82559160469618,5.416555517227943,89.13565232533466,60.79374426649093,29.942134048467874,149,2,1,31.542891103493684,0.3622681902350092,123.19070031437539,4.504058574423788,160,3.4122147470556543,0,1,0,0,88.72579171777686
64,3888,30698,90,356.20275965043004,89.61332186,-99.08820901,-96.94037945,12.380298283304754,2.2175475944028253,71.67234805359497,90.11185332744114,61.00226354071019,176,0,1,51.786123985417085,0.9027426129595038,69.32202160923283,3.9750447106073863,128,2.2592823916968223,0,1,0,0,79.95044973957737
65,3214,36535,30,73.62227282368447,55.53246940784573,-98.93541705,-104.8543604,20.534517697312086,4.223940161272733,67.69441709015571,96.56058845992983,59.05317945543766,198,1,0,41.53279410033771,0.153606423,81.15045694420876,1.7368841087089035,100,3.467510984259763,0,1,1,0,76.77212965242839
66,2297,45450,3,50.75762341175189,275.8800273,-96.08634274,-96.53256734,10.595644979431313,13.874111071463018,50.915920115701056,73.48458989670941,52.529397572761695,60,0,0,34.015653905601155,0.332070037,98.17422548536123,3.1863006802464158,128,4.948224426970475,0,1,1,0,78.13495364347204
67,3435,43757,90,220.20194794695135,310.3126294654265,-98.08267281,-92.27698776,12.494791829976208,6.912971741782067,65.04238210361062,83.55100353266536,62.54196972409026,130,1,0,31.517919217519108,0.24301912163626194,62.15601341,4.436617110389046,40,3.325850089482699,1,1,0,0,89.32952862656295
68,1600,22476,3,80.52917159954279,25.52814223,-103.7009677,-91.95954792,21.29833833620218,6.076640438216232,84.67380107295514,68.67057220148783,59.99476234791339,192,3,0,16.610776226871945,0.8455130147161938,38.153696508138104,1.890806580665033,128,1.9483025472949311,1,1,1,0,80.78920205835746
69,3363,14711,10,230.09592443410435,2.2344439995683474,-88.64976999,-93.99792108,11.166444010071114,8.246765773169466,63.39466561098532,37.773705291757054,66.77368226621391,55,0,0,45.23883058755703,0.083141259,40.535676407626404,5.026305911358906,40,3.478824324342823,0,1,0,0,86.01264452994043
70,3061,16479,10,350.0960718670383,441.03516519657586,-102.0054645,-80.78077229,13.033431816943697,14.20801697871858,74.16463093385973,72.76409225,97.36315178296174,23,1,1,35.379837242688936,0.25268205394863874,75.03042836719422,1.3580875068571476,64,4.876801712091515,1,1,1,0,78.12263855745013
71,1241,41390,10,340.7421583430847,57.62628048152146,-82.40487425,-84.35200796,13.20112647285072,18.638976762891126,32.719031526919984,69.88473529068358,76.51837614076302,131,2,1,63.736696856317735,0.741427471,83.12240159758994,3.537454046923229,40,4.394826750072747,0,1,0,0,77.17185359057198
72,3041,23161,60,83.19708887183928,291.9490263998277,-88.54566033,-104.6251063,13.820496817723406,25.59694362004891,71.50581954609926,65.02189465,89.21660928867493,103,4,1,52.11672427727553,0.2330501398880772,51.62870699933329,2.992161740647206,80,1.8987783066046888,0,1,0,0,83.19973201737695
73,3824,42152,60,61.52268535637362,476.77312371044565,-104.425264,-91.99675626,20.345322923676903,23.364301999969076,46.16106899548247,69.51124951698934,59.79692030113233,99,2,1,19.066210944945798,0.2392710312860617,90.43930478556727,5.027850406179637,80,3.1727006153508928,1,1,0,0,93.08378156008595
74,4417,24635,60,201.86614337851645,255.955058,-95.15922254,-92.43083521,9.046924429,12.227186642445336,81.46795382738226,53.7359127,75.39582319,89,1,1,34.83334371289034,2.3816635346748773,64.03218372599885,2.778029485,160,1.9598560242303957,0,1,0,0,77.64167921275852
75,3612,40297,0,211.23982376033405,69.89900458885518,-106.3265465,-105.8296524,13.08891350217565,7.985614829288161,51.94974468500418,86.10110787445873,25.187020573420025,169,1,3,26.08656245,0.21324603062575043,88.89756437545319,2.9707051202017816,160,3.5391663207295476,0,0,0,1,71.10780111256989
76,3945,30836,30,238.41002569703411,196.74225161105747,-84.80654131,-101.3973333,11.031829076741538,17.52978722,50.597624162558496,47.01782791756364,85.08928986748538,16,0,0,45.005383207124794,0.5626517495227659,115.82991080346468,5.9348452181528515,40,2.523819344,0,1,0,0,83.68512629024873
77,2363,34831,60,266.9367334,312.0210739222414,-94.95957894,-110.0125905,4.898509936891632,13.112524193741788,59.020038640581305,60.24413227117435,95.69664932098357,180,1,1,10.201516959207247,0.32743898675731037,81.08423917262755,1.4375657085424782,80,2.1905871561442534,0,1,0,0,95.30234997845128
78,3139,11007,10,216.3446318419215,381.41981853460277,-95.26651584,-101.410297,16.67328812650937,13.682281189510318,38.23839977189485,79.94724836,97.91279775350333,74,3,2,26.359914066824288,0.10910997745205993,82.81835618,5.798652964440395,128,2.0985417822484576,0,1,0,0,91.54647589269241
79,2390,36331,90,40.23108133907861,303.46899728526523,-93.23207938,-91.84440299,14.247807179321134,12.57196002232666,82.74979847611749,69.36052928623356,34.805691022319955,158,1,0,58.19525879765129,0.25022712170679673,91.32011107154204,5.431510464394276,160,2.286320799,0,1,0,0,81.29028675217063
80,4003,20763,60,284.4568694050012,17.157867250848945,-96.37969536,-88.44609031,0.4872585751106868,10.96704547558165,73.96538230231496,39.13526106160264,97.16921499,167,2,2,26.87725223252435,0.28364407177044715,107.63506556170353,1.802690953139198,128,4.262062349856875,1,1,1,0,80.51860397139046
81,2478,13908,30,28.62618642886535,71.55143263247155,-100.2712142,-79.28043685,17.79698345747625,17.631687923350746,49.644553340582995,64.68016488414088,63.399004925481734,35,1,0,40.613830322681935,0.3365821271828182,61.10437049019174,2.967873278408608,160,4.363146178323667,1,1,0,0,86.13294026728133
82,4499,37573,0,7.197367038189149,185.90084439749677,-95.76975344,-90.66952354,17.24192694711195,18.682072843874373,84.07161615280873,82.28397019292802,88.32975806,180,1,0,12.868765524393229,0.27420047672572984,74.72974719584646,1.3764669873625297,160,4.518324975,1,1,1,0,84.76836795905338
83,3556,29187,30,277.0769507802755,352.8568426629894,-84.96563162,-93.73740918,12.518569828562603,13.48673749080174,97.30614645228785,34.926901324306854,79.99363745,108,1,0,21.72667164580381,0.9873945662301102,87.37380855,1.1905853577401113,128,1.3727516678814484,0,1,0,0,88.54502568
84,1775,21957,90,197.4086727968433,292.1639874736023,-99.45263968,-82.32677239,9.158268318009778,15.78535328349289,89.99460333479256,89.61635689088098,92.50484014097852,70,5,1,76.39058305264764,0.2266399483767151,92.41093570884273,5.958630816544314,100,1.5922599792398637,1,1,0,0,75.94962534232214
85,1034,14379,10,251.49291069114838,22.34749179852552,-83.8489622,-84.57552383,14.886399966774777,10.306362403144712,58.99756344763098,65.78557289204791,69.18623670964001,61,0,3,45.289527760126774,0.24889524785557873,47.78475186302976,3.758047882625143,160,1.6635679291516068,0,0,0,1,65.16866543268408
86,3253,37959,60,137.78903671473554,398.4429538019441,-98.77654582,-101.4636952,28.765280366474208,12.538228765111253,50.61045924353361,66.97920342732957,46.12131076484609,194,2,0,28.944083843588313,0.3892835883116667,31.00289985087373,3.164954033526546,64,3.060252739,0,1,0,0,89.37035690536517
87,4152,26482,10,3.993297668817295,302.56221567788214,-93.56205955,-97.98512028,13.843384370447716,11.318094642058323,30.56825249426781,69.48057055239704,80.82291603986462,167,1,0,37.924686289368395,0.2008845955081651,64.41615578574454,4.920701335,100,1.982804782245184,0,1,0,0,87.61817113564865
88,2955,37105,30,119.16552568716914,443.5750177504607,-79.31141074,-91.44443883,11.869791317794835,16.305596476376422,48.11491134370894,47.049615347465156,43.00248508,47,3,0,36.89442948199642,0.5622835468725166,103.91098266074476,4.614380133244346,40,4.056321698554504,0,1,0,0,86.12025342
89,2585,10877,30,218.92868385233135,208.82654938253918,-90.4839275,-107.8090508,12.820112165765144,13.448190142976621,38.10861936592017,56.65353571359897,41.31081993795377,112,4,0,43.060990238397004,0.9925000406333926,87.88836969751641,4.021350537783784,40,4.622316801874888,0,1,0,0,82.11920272531393
90,4943,28252,30,81.25310537,245.10089041877376,-92.16835897,-93.87744965,7.820591814744253,15.358109584956772,87.96854266667933,76.82252338390221,33.68135864628634,32,0,1,35.710702432445494,0.10768588656294965,81.28891958962744,4.159980654973346,128,4.249386206647184,0,1,0,0,88.74835984
91,4459,41334,90,247.6095601078553,202.77538481770506,-89.77141709,-93.49004875,21.338285897644134,10.55216002558528,84.41939007508199,57.64951522994461,26.186005625912784,173,2,0,46.33159936244355,0.740730032,97.29769393546808,4.078266088997343,64,2.621519371503502,0,1,0,0,82.39687003335112
92,4073,29049,3,285.98436356110017,361.22726475450884,-87.00941311,-91.12396106,9.744076271,24.246334602282055,62.95146065192649,95.65103653570773,84.37407132148053,59,2,0,43.583209454314996,0.053136779,56.53837218915031,4.906125804841729,40,2.827290673161839,0,1,0,0,86.65935326867356
